,name,도로명주소,브랜드,latlon
440,신월IC DT점,서울 양천구 남부순환로 430,스타벅스,"(37.5294934216077, 126.832134462573)"
441,여의도공원R점,서울 영등포구 여의공원로 101,스타벅스,"(37.5292719570904, 126.924892738645)"
442,강동구청DT점,서울 강동구 성내로 32,스타벅스,"(37.5291904009702, 127.123806229957)"
443,목동행복한점,서울 양천구 목동동로 309,스타벅스,"(37.5291435349019, 126.876008647904)"
444,동빙고점,서울 용산구 장문로 12,스타벅스,"(37.5289762402615, 126.991804054242)"
445,신용산역점,서울 용산구 한강대로 95,스타벅스,"(37.5288173852679, 126.966653789116)"
446,신압구정점,서울 강남구 언주로174길 29,스타벅스,"(37.5281188263201, 127.036437572652)"
447,목동7단지점,서울 양천구 목동서로 213,스타벅스,"(37.5280169945095, 126.870615708032)"
448,여의도일신점,서울 영등포구 은행로 11,스타벅스,"(37.5279108261109, 126.920238846351)"
449,국회의사당역,서울 영등포구 의사당대로 8,스타벅스,"(37.5278708587376, 126.916895169744)"
450,영등포구청역점,서울 영등포구 국회대로 558,스타벅스,"(37.5277473772256, 126.896124031689)"
451,압구정R점,서울 강남구 언주로 861,스타벅스,"(37.5273990937168, 127.033113547922)"
452,현대목동점,서울 양천구 목동동로 257,스타벅스,"(37.5273217750941, 126.874619136454)"
453,용산역써밋R점,서울 용산구 한강대로 69,스타벅스,"(37.5270404595814, 126.964892234354)"
454,용산해링턴스퀘어점,서울 용산구 서빙고로 17,스타벅스,"(37.5269056148241, 126.966566172294)"
455,압구정로점,서울 강남구 압구정로42길 32,스타벅스,"(37.526839647124, 127.034732418925)"
456,영등포KT점,서울 영등포구 영중로 119,스타벅스,"(37.5267660967496, 126.905231110596)"
457,압구정역점,서울 강남구 압구정로 170,스타벅스,"(37.5267583374608, 127.02810647031)"
458,목동역점,서울 양천구 목동로 203,스타벅스,"(37.5267062206829, 126.86380676331)"
459,압구정로데오역점,서울 강남구 선릉로 836,스타벅스,"(37.5265428105713, 127.040533570867)"
460,여의도KBS R점,서울 영등포구 의사당대로 26,스타벅스,"(37.526537141271, 126.918106683928)"
461,압구정,서울 강남구 압구정로30길 17,스타벅스,"(37.5263301884169, 127.029553686621)"
462,목동트라팰리스점,서울 양천구 오목로 299,스타벅스,"(37.5260837006075, 126.87035534357)"
463,목동오목로점,서울 양천구 오목로 279,스타벅스,"(37.5259285397106, 126.868392603335)"
464,청담스타R점,서울 강남구 도산대로57길 24,스타벅스,"(37.5252578873567, 127.041837238386)"
465,더현대서울(B2)R점,서울 영등포구 여의대로 108,스타벅스,"(37.5251913154781, 126.929112756574)"
466,여의도IFC몰(L1)R점,서울 영등포구 국제금융로 10,스타벅스,"(37.5251775245928, 126.924876706923)"
467,용산파크타워점,서울 용산구 서빙고로 67,스타벅스,"(37.5248628078572, 126.970412727842)"
468,여의도신한투자증권점,서울 영등포구 여의대로 70,스타벅스,"(37.5248391165921, 126.924184821656)"
469,청담점,서울 강남구 도산대로 532,스타벅스,"(37.5243444672802, 127.051591952726)"
470,올림픽공원북2문점,서울 강동구 강동대로 199,스타벅스,"(37.5242231780274, 127.128696494524)"
471,여의도점,서울 영등포구 국제금융로2길 28,스타벅스,"(37.5240806711634, 126.924494536092)"
472,오목교역점,서울 양천구 오목로 354,스타벅스,"(37.5239812598499, 126.876796062529)"
473,압구정미소점,서울 강남구 논현로 841,스타벅스,"(37.5239684663137, 127.027758806248)"
474,청담사거리점,서울 강남구 도산대로 458,스타벅스,"(37.5237679012526, 127.04687173454)"
475,영등포시장역점,서울 영등포구 영중로 79,스타벅스,"(37.5234746572587, 126.904908229697)"
476,여의도역R점,서울 영등포구 의사당대로 83,스타벅스,"(37.5233667660094, 126.923451000009)"
477,가로수길점,서울 강남구 논현로175길 94,스타벅스,"(37.5231968654091, 127.021643116378)"
478,둔촌동점,서울 강동구 양재대로 1303,스타벅스,"(37.5227713188467, 127.133949850418)"
479,여의도한양증권점,서울 영등포구 국제금융로6길 7,스타벅스,"(37.5224047824056, 126.929107361256)"
480,학동사거리점,서울 강남구 도산대로 328,스타벅스,"(37.5224022062676, 127.037967162209)"
481,청담영동대로점,서울 강남구 영동대로 720,스타벅스,"(37.5221876728793, 127.056460869043)"
482,신정DT점,서울 양천구 신월로 341,스타벅스,"(37.522014544701, 126.858836193806)"
483,신사가로수점,서울 강남구 가로수길 59,스타벅스,"(37.5218897968686, 127.022521249316)"
484,여의도화재보험점,서울 영등포구 국제금융로6길 38,스타벅스,"(37.5213851009398, 126.925995325384)"
485,동부이촌동점,서울 용산구 이촌로 198,스타벅스,"(37.5210778010368, 126.969064344569)"
486,목동8단지점,서울 양천구 목동서로 299,스타벅스,"(37.5205726607303, 126.868830851142)"
487,영등포시장교차로점,서울 영등포구 영중로 45,스타벅스,"(37.5204605301046, 126.904457084497)"
488,여의도호성점,서울 영등포구 여의대방로65길 24,스타벅스,"(37.5204421498979, 126.929293717613)"
489,롯데캐슬여의도점,서울 영등포구 의사당대로 127,스타벅스,"(37.5202405439146, 126.926406742546)"
490,문래동점,서울 영등포구 선유로 64,스타벅스,"(37.5196290903877, 126.889679122256)"
491,여의도ABL타워점,서울 영등포구 의사당대로 147,스타벅스,"(37.5188219877864, 126.927839304626)"
492,서울웨이브아트센터점,서울 서초구 잠원로 145-35,스타벅스,"(37.5188152641697, 127.006960716786)"
493,영등포본동점,서울 영등포구 영등포로 254,스타벅스,"(37.5186835646791, 126.909598177499)"
494,이촌점,서울 용산구 이촌로 276,스타벅스,"(37.5186438963508, 126.977284598132)"
495,강남구청정문점,서울 강남구 학동로 419,스타벅스,"(37.5183061036652, 127.045976501779)"
496,샛강역점,서울 영등포구 여의대방로 376,스타벅스,"(37.5181886056247, 126.931354574177)"
497,잠실푸르지오월드점,서울 송파구 올림픽로35가길 9,스타벅스,"(37.5174846188512, 127.103444795508)"
498,문래역점,서울 영등포구 당산로 34,스타벅스,"(37.5174631210953, 126.896493699106)"
499,도산가로수길점,서울 강남구 도산대로 134,스타벅스,"(37.5173531693456, 127.023380583993)"
500,타임스퀘어R점,서울 영등포구 영중로 15,스타벅스,"(37.5172332566615, 126.903715993779)"
501,신세계타임스퀘어B2점,서울 영등포구 영중로 9,스타벅스,"(37.5171899712591, 126.905567071705)"
502,영등포역점,서울 영등포구 경인로 870,스타벅스,"(37.5169829500086, 126.90928305399)"
503,몽촌토성역점,서울 송파구 위례성대로 6,스타벅스,"(37.5168418632122, 127.113151435777)"
504,강남구청역점,서울 강남구 선릉로 669,스타벅스,"(37.5166119773031, 127.041258693516)"
505,신사역점,서울 강남구 도산대로 108,스타벅스,"(37.5161918332017, 127.020655869811)"
506,잠실대교남단R점,서울 송파구 송파대로 570,스타벅스,"(37.5157873297768, 127.099112358834)"
507,올림픽평화의문점,서울 송파구 위례성대로 38,스타벅스,"(37.5156925346572, 127.116497173629)"
508,목동10단지점,서울 양천구 목동서로 401,스타벅스,"(37.5154102156469, 126.859608639376)"
509,올림픽아파트점,서울 송파구 양재대로 1220,스타벅스,"(37.5153388210257, 127.133266146111)"
510,잠실역점,서울 송파구 송파대로 562,스타벅스,"(37.5153235254771, 127.099502662936)"
511,코엑스사거리점,서울 강남구 영동대로 616,스타벅스,"(37.5152493607324, 127.060205437758)"
512,봉은사역점,서울 강남구 봉은사로 619,스타벅스,"(37.5150273653092, 127.063116769411)"
513,강남대로신사점,서울 서초구 강남대로 595,스타벅스,"(37.5148563751516, 127.019539877754)"
514,하이테크시티점,서울 영등포구 경인로 775,스타벅스,"(37.5147464245043, 126.897536835727)"
515,잠실시그마타워점,서울 송파구 올림픽로 289,스타벅스,"(37.5146152773177, 127.102522142353)"
516,학동역점,서울 강남구 논현로 704,스타벅스,"(37.5146068395402, 127.030764674069)"
517,송파KT점,서울 송파구 잠실로 209,스타벅스,"(37.5138710747422, 127.106364392884)"
518,노량진역점,서울 동작구 노량진로 134,스타벅스,"(37.5133653695495, 126.940880232779)"
519,올림픽공원남문점,서울 송파구 위례성대로 102,스타벅스,"(37.5133172416737, 127.123136863574)"
520,노량진동점,서울 동작구 노량진로 190,스타벅스,"(37.5129574445121, 126.946862445323)"
521,코엑스몰점,서울 강남구 영동대로 513,스타벅스,"(37.5118239121138, 127.059159043842)"
522,논현역점,서울 서초구 강남대로 557,스타벅스,"(37.5115409433608, 127.020640675895)"
523,잠실새내역점,서울 송파구 올림픽로 96,스타벅스,"(37.5114638312604, 127.081212794079)"
524,송파나루역DT점,서울 송파구 오금로 142,스타벅스,"(37.5108292192908, 127.110268903268)"
525,선정릉역,서울 강남구 봉은사로 407,스타벅스,"(37.5107810974307, 127.044572539842)"
526,삼성동점,서울 강남구 영동대로96길 12,스타벅스,"(37.5107387873332, 127.063581755415)"
527,갤러리아팰리스점,서울 송파구 올림픽로 212,스타벅스,"(37.5107067799275, 127.094231575378)"
528,아시아선수촌점,서울 송파구 백제고분로 69,스타벅스,"(37.5105318635531, 127.079041855687)"
529,뉴코아강남점,서울 서초구 잠원로 69,스타벅스,"(37.5102605018374, 127.006970780391)"
530,논현역사거리점,서울 강남구 강남대로 538,스타벅스,"(37.5102202255601, 127.022269137849)"
531,삼성도심공항점,서울 강남구 테헤란로87길 33,스타벅스,"(37.5098248337983, 127.057926776835)"
532,석촌호수점,서울 송파구 석촌호수로 262,스타벅스,"(37.5094418481496, 127.105237022741)"
533,삼성역점,서울 강남구 테헤란로 620,스타벅스,"(37.5091979690111, 127.065578760717)"
534,아크로힐스논현점,서울 강남구 봉은사로 304,스타벅스,"(37.5089968994634, 127.040393673483)"
535,잠실본동점,서울 송파구 백제고분로 91,스타벅스,"(37.5086445885442, 127.07949103207)"
536,반포역점,서울 서초구 신반포로 257,스타벅스,"(37.5086202759588, 127.011935946175)"
537,방이역점,서울 송파구 마천로 53,스타벅스,"(37.5085512621356, 127.126658283213)"
538,현대디큐브B2점,서울 구로구 경인로 662,스타벅스,"(37.5081230677129, 126.888212953215)"
539,삼성교점,서울 강남구 영동대로86길 12,스타벅스,"(37.507823522519, 127.065187924005)"
540,삼성역섬유센터R점,서울 강남구 테헤란로 518,스타벅스,"(37.5075910839105, 127.060579419429)"
541,강남대로논현R점,서울 서초구 강남대로85길 5,스타벅스,"(37.507366411327, 127.022594811887)"
542,중앙대점,서울 동작구 흑석로 75-1,스타벅스,"(37.5069728187307, 126.958130329436)"
543,송파방이DT점,서울 송파구 오금로 241,스타벅스,"(37.5065367665138, 127.120485645995)"
544,서울고속터미널점,서울 서초구 신반포로 194,스타벅스,"(37.5064357442307, 127.006834366246)"
545,석촌서호점,서울 송파구 석촌호수로 176,스타벅스,"(37.5063728142812, 127.096628015109)"
546,신도림점,서울 구로구 경인로 610,스타벅스,"(37.5054764049558, 126.883954921318)"
547,선릉동신빌딩R점,서울 강남구 테헤란로 409,스타벅스,"(37.5053601174069, 127.050386949115)"
548,신논현역점,서울 서초구 강남대로 483,스타벅스,"(37.5053254283579, 127.023648945463)"
549,영등포신길점,서울 영등포구 신길로 137,스타벅스,"(37.5045756440101, 126.910071422562)"
550,파미에파크R점,서울 서초구 사평대로 205,스타벅스,"(37.5044921229104, 127.007845270854)"
551,석촌역점,서울 송파구 백제고분로 358,스타벅스,"(37.5042941822869, 127.106094189934)"
552,선릉역점,서울 강남구 테헤란로 334,스타벅스,"(37.5039452362982, 127.048527611976)"
553,센트럴F1점,서울 서초구 신반포로 176,스타벅스,"(37.5039351769908, 127.002413006799)"
554,선릉세화빌딩점,서울 강남구 테헤란로64길 18,스타벅스,"(37.5037725578123, 127.05119768025)"
555,강남교보타워R점,서울 서초구 강남대로 465,스타벅스,"(37.5037560541254, 127.024109539913)"
556,상도역점,서울 동작구 상도로37길 1,스타벅스,"(37.503243422806, 126.948446659578)"
557,강남대로점,서울 강남구 강남대로 456,스타벅스,"(37.503136666054, 127.025570180456)"
558,센터필드R,서울 강남구 테헤란로 231,스타벅스,"(37.5028813541774, 127.041356540268)"
559,강남에비뉴점,서울 서초구 서초대로77길 62,스타벅스,"(37.5027308418076, 127.023903040367)"
560,르네상스사거리점,서울 강남구 테헤란로 306,스타벅스,"(37.5025952829367, 127.044101954044)"
561,송파사거리점,서울 송파구 송파대로 386,스타벅스,"(37.5022731990672, 127.110354257671)"
562,강남오거리점,서울 강남구 봉은사로2길 39,스타벅스,"(37.5021081976155, 127.026659139548)"
563,서초중앙로점,서울 서초구 서초중앙로 225,스타벅스,"(37.5016638320186, 127.011553265877)"
564,구로NC점,서울 구로구 구로중앙로 152,스타벅스,"(37.5011601442131, 126.882773011925)"
565,강남2점,서울 서초구 서초대로77길 27,스타벅스,"(37.5001249784617, 127.025502769716)"
566,신대방삼거리역점,서울 동작구 상도로 102,스타벅스,"(37.4999426964441, 126.931776254273)"
567,송파마천사거리DT점,서울 송파구 거마로 78,스타벅스,"(37.4997580410365, 127.147649403628)"
568,국기원사거리점,서울 강남구 테헤란로 125,스타벅스,"(37.499603693833, 127.031676800566)"
569,서래마을입구점,서울 서초구 서래로 48,스타벅스,"(37.4992678021747, 126.998558347583)"
570,고척아이파크점,서울 구로구 경인로43길 49,스타벅스,"(37.4990691887707, 126.857532971967)"
571,몬테소리점,서울 서초구 강남대로 399,스타벅스,"(37.4982667167977, 127.026842105662)"
572,강남GT타워점,서울 서초구 서초대로 411,스타벅스,"(37.4981083450113, 127.025922653572)"
573,학여울역점,서울 강남구 영동대로 215,스타벅스,"(37.4979966229511, 127.068518488251)"
574,강남R점,서울 강남구 강남대로 390,스타벅스,"(37.4978399531903, 127.028578846319)"
575,송파헬리오시티점,서울 송파구 송파대로 345,스타벅스,"(37.4976145695004, 127.102531804188)"
576,송파개롱역점,서울 송파구 오금로 420,스타벅스,"(37.4969894018022, 127.136277101616)"
577,숭실대입구역점,서울 동작구 상도로 354,스타벅스,"(37.4968732072958, 126.952724064808)"
578,한티역점,서울 강남구 도곡로 408,스타벅스,"(37.4966225187716, 127.055233195315)"
579,강남비젼타워점,서울 강남구 테헤란로2길 27,스타벅스,"(37.4964929427239, 127.029697867857)"
580,교대법원점,서울 서초구 서초중앙로 164,스타벅스,"(37.4963657224988, 127.013378871592)"
581,오류동역점,서울 구로구 경인로 216,스타벅스,"(37.4962152453948, 126.84486554294)"
582,강남삼성타운점,서울 서초구 서초대로78길 24,스타벅스,"(37.4955445656158, 127.027752353367)"
583,숭실대점,서울 동작구 사당로 4,스타벅스,"(37.4954053993678, 126.95485331925)"
584,서초파라곤점,서울 서초구 서초대로74길 29,스타벅스,"(37.49494258899, 127.027426341397)"
585,가락본동점,서울 송파구 송파대로30길 13,스타벅스,"(37.4948847043839, 127.118784040716)"
586,대치재경빌딩R점,서울 강남구 남부순환로 2947,스타벅스,"(37.4945603877761, 127.062632515245)"
587,가락시장역점,서울 송파구 중대로 121,스타벅스,"(37.4943474660846, 127.12141164538)"
588,교대역점,서울 서초구 서초중앙로 138,스타벅스,"(37.4942438734072, 127.013967192463)"
589,역삼초교사거리점,서울 강남구 역삼로 123,스타벅스,"(37.4941544920079, 127.033008626274)"
590,송파거여역점,서울 송파구 오금로 493,스타벅스,"(37.4936607574239, 127.143701086175)"
591,방배카페거리점,서울 서초구 방배중앙로 162,스타벅스,"(37.4935343927393, 126.986570860605)"
592,서초우성사거리점,서울 서초구 강남대로 343,스타벅스,"(37.4935195538047, 127.029241204878)"
593,도곡공원점,서울 강남구 도곡로 205,스타벅스,"(37.4929198247521, 127.041364616509)"
594,서초법원점,서울 서초구 서초대로 274,스타벅스,"(37.4928194268706, 127.011904030779)"
595,강남우성점,서울 강남구 강남대로 328,스타벅스,"(37.4924272855457, 127.030921234166)"
596,교대점,서울 서초구 서초중앙로 118,스타벅스,"(37.4923920920899, 127.014230658952)"
597,보라매공원R점,서울 동작구 보라매로5길 35,스타벅스,"(37.4920901355933, 126.923508147169)"
598,방배점,서울 서초구 방배로 211,스타벅스,"(37.4919937926243, 126.990641023566)"
599,문정로데오점,서울 송파구 동남로 141,스타벅스,"(37.4919026462716, 127.126252486711)"
600,올림픽훼미리점,서울 송파구 중대로 68,스타벅스,"(37.4915653895479, 127.116437188825)"
601,보라매대교점,서울 관악구 보라매로3길 23,스타벅스,"(37.491042929326, 126.925536443215)"
602,서초역점,서울 서초구 반포대로 118,스타벅스,"(37.4906652237991, 127.008612738216)"
603,내방역점,서울 서초구 방배로 184,스타벅스,"(37.4900201767118, 126.992476017843)"
604,SSG마켓도곡R점,서울 강남구 언주로30길 57,스타벅스,"(37.4894573055974, 127.053964659634)"
605,서초역이화빌딩점,서울 서초구 반포대로21길 3,스타벅스,"(37.4883013085845, 127.009032303082)"
606,수서역R점,서울 강남구 광평로 281,스타벅스,"(37.4881167693611, 127.103068802127)"
607,구로오류DT점,서울 구로구 서해안로 2233,스타벅스,"(37.4881125387525, 126.834474400576)"
608,문정법원로R,서울 송파구 송파대로 201,스타벅스,"(37.4877387829749, 127.120685887596)"
609,서울교대점,서울 서초구 서초중앙로 64,스타벅스,"(37.4874401271955, 127.015170128436)"
610,수서역사거리점,서울 강남구 광평로 280,스타벅스,"(37.4873191631489, 127.103108072457)"
611,이수역점,서울 서초구 동작대로 112,스타벅스,"(37.4865041383713, 126.982705263045)"
612,신림점,서울 관악구 신림로 355-1,스타벅스,"(37.4860989027515, 126.929171758492)"
613,문정법조타운 한양타워점,서울 송파구 법원로11길 12,스타벅스,"(37.4860582505835, 127.117802423963)"
614,이수역사거리점,서울 서초구 서초대로 3-4,스타벅스,"(37.4860317945544, 126.983083699338)"
615,서초동점,서울 서초구 남부순환로339길 64,스타벅스,"(37.4859259765406, 127.021583627348)"
616,타벅스 드림마크원점,서울 구로구 디지털로31길 61,스타벅스,"(37.4859108732943, 126.891541999768)"
617,구로디지털로점,서울 구로구 디지털로33길 11,스타벅스,"(37.4857057781612, 126.895512679788)"
618,양재강남빌딩R점,서울 강남구 남부순환로 2621,스타벅스,"(37.4852652574455, 127.036620497399)"
619,남부터미널점,서울 서초구 서초중앙로 26,스타벅스,"(37.4846872089607, 127.016991752076)"
620,문정역점,서울 송파구 송파대로 167,스타벅스,"(37.4846614982049, 127.120933640924)"
621,구로에이스점,서울 구로구 디지털로 285,스타벅스,"(37.4844869911182, 126.894506052909)"
622,서초구청점,서울 서초구 남부순환로 2557,스타벅스,"(37.4844383587628, 127.030069606033)"
623,남부터미널2점,서울 서초구 효령로 274,스타벅스,"(37.4843935767795, 127.014213538613)"
624,이수자이점,서울 동작구 사당로 300,스타벅스,"(37.4843790909712, 126.980281616349)"
625,방배다이치빌딩점,서울 서초구 방배로 114,스타벅스,"(37.4843393154443, 126.996090968767)"
626,남성역점,서울 동작구 사당로 219,스타벅스,"(37.4841600698068, 126.972660477747)"
627,신림타임스트림점,서울 관악구 신림로 330,스타벅스,"(37.4838513393186, 126.930234545397)"
628,구로디지털타워점,서울 구로구 디지털로32길 30,스타벅스,"(37.4833895421043, 126.896519918476)"
629,구로호텔점,서울 구로구 디지털로32길 72,스타벅스,"(37.4831837029804, 126.898856674536)"
630,양재역점,서울 서초구 강남대로 202,스타벅스,"(37.4823264528673, 127.036861922329)"
631,봉천역,서울 관악구 남부순환로 1730,스타벅스,"(37.4820661680091, 126.942250799054)"
632,영동2교점,서울 서초구 논현로 139,스타벅스,"(37.4819943953299, 127.042595496311)"
633,방배역점,서울 서초구 방배로 84,스타벅스,"(37.4819902467156, 126.997642873579)"
634,서울대역,서울 관악구 남부순환로 1817,스타벅스,"(37.4816411686596, 126.952144384523)"
635,타벅스 구로하이엔드점,서울 구로구 디지털로26길 5,스타벅스,"(37.4816105919768, 126.893479312123)"
636,가산디지털단지역점,서울 금천구 벚꽃로 298,스타벅스,"(37.4814401689835, 126.883871693415)"
637,서울대입구역8번출구점,서울 관악구 남부순환로 1831,스타벅스,"(37.4811939765915, 126.953673257994)"
638,서울대입구역점,서울 관악구 남부순환로 1812,스타벅스,"(37.4811154582785, 126.951331357933)"
639,신림DT점,서울 관악구 남부순환로 1419,스타벅스,"(37.4809747497557, 126.908418046683)"
640,가산에스케이점,서울 금천구 가산디지털1로 171,스타벅스,"(37.4807624025755, 126.880678781517)"
641,서울아트센터점,서울 서초구 남부순환로 2395,스타벅스,"(37.4806718072509, 127.012367234264)"
642,가산디지털점,서울 금천구 가산디지털1로 168,스타벅스,"(37.479966429878, 126.88263620024)"
643,송파아이파크점,서울 송파구 법원로 55,스타벅스,"(37.4798638602437, 127.121761190134)"
644,문정하비오점,서울 송파구 송파대로 111,스타벅스,"(37.4796683841344, 127.124913859704)"
645,가산그레이트점,서울 금천구 디지털로9길 32,스타벅스,"(37.4795130993704, 126.887511773421)"
646,관악서울대입구R점,서울 관악구 관악로 158,스타벅스,"(37.4793104352293, 126.952808280216)"
647,가든파이브,서울 송파구 충민로 10,스타벅스,"(37.4786173172251, 127.119106729654)"
648,송파위례점,서울 송파구 위례광장로 230,스타벅스,"(37.4786171055932, 127.143758763103)"
649,사당역점,서울 동작구 동작대로 21,스타벅스,"(37.4784816221514, 126.981362070757)"
650,마리오아울렛점,서울 금천구 벚꽃로 266,스타벅스,"(37.4784457675388, 126.885080837326)"
651,포이점,서울 강남구 논현로 88,스타벅스,"(37.4778176367596, 127.045132028081)"
652,낙성대역점,서울 관악구 남부순환로 1908,스타벅스,"(37.4777033870366, 126.961205621131)"
653,가산현대아울렛점,서울 금천구 디지털로10길 9,스타벅스,"(37.4776190161713, 126.88905533739)"
654,송파NC점,서울 송파구 충민로 66,스타벅스,"(37.4776148442516, 127.124961768886)"
655,사당로데오점,서울 서초구 방배천로 5-4,스타벅스,"(37.4773430497769, 126.982161655689)"
656,가산브이타워점,서울 금천구 가산디지털1로 128,스타벅스,"(37.4772365189989, 126.883695161966)"
657,낙성대DT점,서울 관악구 남부순환로 1948,스타벅스,"(37.4761875809579, 126.965131629973)"
658,사당점,서울 관악구 남부순환로 2082-25,스타벅스,"(37.4760566794321, 126.981012772295)"
659,독산사거리점,서울 금천구 시흥대로 426,스타벅스,"(37.4715689911066, 126.89877216735)"
660,금천독산점,서울 금천구 두산로 70,스타벅스,"(37.4689627800606, 126.895620657193)"
661,강남세곡점,서울 강남구 헌릉로569길 18,스타벅스,"(37.4672742584166, 127.099929765276)"
662,하이브랜드점,서울 서초구 매헌로 16,스타벅스,"(37.462467348157, 127.036947909974)"
663,금천구청역점,서울 금천구 시흥대로73길 67,스타벅스,"(37.4559425553098, 126.895747370219)"
664,금천시흥점,서울 금천구 시흥대로 164,스타벅스,"(37.4488833558917, 126.903231141312)"
665,청계산입구역,서울 서초구 청계산로 203,스타벅스,"(37.4473249504426, 127.056296409418)"